,nb_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,num_stars,cluster
1317,1230735,False,0.8972657679171415,0.6875,1.0,0.0,False,False,1.0,0.0,0.9230769230769232,4.538461538461538,True,False,9.0,False,False,1.0,1
1318,1232277,False,0.8972657679171415,0.7142857142857143,1.0,0.15,False,False,1.0,0.0,0.88,3.48,False,False,9.0,False,False,1.0,1
1319,1234470,False,0.0524657387851605,0.6666666666666666,1.0,0.0,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False,False,0.0,1
1320,1235242,False,1.0,0.21052631578947367,1.0,0.0,False,True,1.0,0.0,1.0,1.2352941176470589,False,False,1.0,False,False,0.0,1
1321,1236225,False,0.9941710257965882,0.25,1.0,1.0,False,False,1.0,0.0,1.0,4.0,False,False,2.0,False,False,0.0,1
1322,1236516,False,0.9972518010390058,0.5,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1323,1236764,False,0.9881545161822292,0.0,1.0,0.0,False,True,1.0,1.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1324,1237487,False,1.0,0.7692307692307693,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False,False,0.0,1
1325,1237536,False,0.9706365079203934,0.8,1.0,0.0,False,True,1.0,0.0,1.0,1.25,False,True,0.0,False,False,0.0,1
1326,1239622,False,0.99792539519152,0.5,4.0,0.25,False,True,1.0,0.0,1.0,3.8333333333333335,False,False,0.0,False,False,0.0,1
1327,1239772,False,1.0,0.19047619047619047,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,1.0,False,False,0.0,1
1328,1239773,False,1.0,0.19047619047619047,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,1.0,False,False,0.0,1
1329,1241661,False,1.0,0.2222222222222222,0.0,0.0,False,True,1.0,0.0,1.0,2.25,False,True,0.0,False,False,0.0,1
1330,1243384,False,0.9635840609523764,0.5151515151515151,1.0,0.17647058823529413,False,True,7.0,0.0,0.8709677419354839,49.806451612903224,True,False,2.0,False,False,0.0,3
1331,1243397,False,0.9234233233138686,0.3673469387755102,1.0,0.05555555555555555,False,True,1.0,0.0,0.7826086956521741,12.021739130434785,True,False,9.0,False,False,0.0,1
1332,1243950,False,1.0,1.0,1.0,0.0,False,False,1.0,0.0,1.0,0.0,True,False,0.0,False,False,0.0,1
