,nb_id,repo_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,has_reqtext,num_stars,cluster,cluster_dist
45129,47682,167927703,False,0.6666666666666666,0.5,0.6666666666666666,0.5,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,True,0.875,True,False,False,0.6666666666666666,2,0.09168566143514584
45132,47685,167923554,False,0.6604260743035686,0.641025641025641,0.8,0.5416666666666666,False,True,0.6666666666666666,0.5,0.6470588235294118,0.8681318681318682,False,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
45137,47690,167924207,False,0.6666666666666666,0.6315789473684211,0.6666666666666666,0.5,True,True,0.6666666666666666,0.5,0.66,0.7301587301587302,True,False,0.5,False,False,False,0.5,3,0.08129710848133462
45141,47694,167930210,False,0.6664239531542973,0.6296296296296295,0.75,0.6585365853658536,False,True,0.75,0.5555555555555556,0.6060606060606061,0.9585987261146497,False,True,0.8333333333333334,False,False,False,0.5,2,0.09168566143514584
45142,47695,167925096,False,0.6665480940551929,0.6470588235294118,0.8,0.6610169491525424,True,True,0.6666666666666666,0.5,0.6290322580645161,0.8380281690140845,True,True,0.8333333333333334,False,False,False,0.5,2,0.09168566143514584
45171,47725,167929366,False,0.6666666666666666,0.6307692307692307,0.6666666666666666,0.5853658536585366,True,True,0.6666666666666666,0.5,0.6611374407582938,0.9274847870182555,False,False,0.8999999999999999,False,False,False,0.5,1,0.03877971698209992
45172,47726,167926992,False,0.6664303479503896,0.6666666666666666,0.6666666666666666,0.5,False,True,0.6666666666666666,0.5,0.65,0.8055555555555556,False,True,0.875,False,False,False,0.5,2,0.09168566143514584
45175,47729,167924336,False,0.6664986302550941,0.5930232558139534,0.6666666666666666,0.5294117647058824,True,True,0.6666666666666666,0.6634615384615384,0.6666666666666666,0.5,False,True,0.75,False,False,False,0.5,4,0.1362640608953408
45391,47973,167929674,False,0.6648562261713972,0.6008676789587852,0.6666666666666666,0.6172839506172839,True,True,0.6666666666666666,0.5,0.6658227848101267,0.9186691312384474,False,True,0.875,False,False,False,0.5,2,0.09168566143514584
45396,47978,167924175,False,0.6666666666666666,0.5714285714285714,0.75,0.5714285714285714,False,True,0.8,0.5,0.6666666666666666,0.6666666666666666,False,False,0.75,False,False,False,0.5,1,0.03877971698209992
45436,48025,167922729,False,0.664448076384569,0.5,0.75,0.5,False,False,0.6666666666666666,0.5,0.6666666666666666,0.8947368421052632,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45564,48161,167930503,False,0.664233730807629,0.6153846153846154,0.6666666666666666,0.6086956521739131,True,True,0.9230769230769231,0.5,0.6666666666666666,0.6666666666666666,False,True,0.9473684210526315,False,False,False,0.6666666666666666,2,0.09168566143514584
45567,48164,167934428,False,0.663836677218848,0.5833333333333333,0.8333333333333334,0.5,False,True,0.8,0.5,0.6666666666666666,0.6666666666666666,False,False,0.8999999999999999,False,False,False,0.6666666666666666,1,0.03877971698209992
45587,48191,167934530,False,0.666464540863717,0.6376811594202899,0.6666666666666666,0.6481481481481481,False,True,0.8,0.5,0.65,0.8806818181818181,False,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
45647,48251,167936132,False,0.6666439123427648,0.6124999999999999,0.6666666666666666,0.6000000000000001,False,True,0.8,0.5230769230769231,0.6623376623376623,0.723404255319149,False,True,0.9166666666666667,False,False,False,0.6666666666666666,2,0.09168566143514584
45668,48272,167933450,False,0.6666666666666666,0.6451612903225807,0.6666666666666666,0.6666666666666666,True,True,0.6666666666666666,0.5,0.6666666666666666,0.7,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45669,48273,167935763,False,0.6666666666666666,0.6488549618320612,0.6666666666666666,0.5851063829787234,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6901408450704225,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45689,48294,167938535,False,0.6666666666666666,0.6459627329192547,0.6666666666666666,0.6209677419354839,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,False,0.8333333333333334,False,False,False,0.5,1,0.03877971698209992
45695,48300,167938251,False,0.6666666666666666,0.638888888888889,0.6666666666666666,0.5,True,True,0.6666666666666666,0.5,0.65625,0.6944444444444444,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45699,48304,167930847,False,0.6666666666666666,0.5904761904761905,0.6666666666666666,0.62,True,False,0.6666666666666666,0.6090909090909091,0.6666666666666666,0.783132530120482,False,False,0.6666666666666666,False,False,False,0.5,3,0.08129710848133462
45701,48306,167942112,False,0.6666666666666666,0.5050505050505051,0.6666666666666666,0.5,True,True,0.6666666666666666,0.6643835616438356,0.6666666666666666,0.5,False,True,0.8,False,False,False,0.9166666666666667,4,0.1362640608953408
45729,48335,167944380,False,0.6666666666666666,0.6000000000000001,0.6666666666666666,0.5,False,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,False,0.6666666666666666,False,False,False,0.6666666666666666,3,0.08129710848133462
45730,48336,167946050,False,0.6564463710083397,0.6052631578947368,0.875,0.6000000000000001,False,True,0.9230769230769231,0.5,0.6666666666666666,0.6666666666666666,False,False,0.75,False,False,False,0.6666666666666666,1,0.03877971698209992
45739,48345,167939501,False,0.6666666666666666,0.6323529411764706,0.6666666666666666,0.5,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,False,0.9166666666666667,False,False,False,0.6666666666666666,4,0.1362640608953408
45752,48358,167942636,False,0.6623923410292124,0.5862068965517242,0.6666666666666666,0.6153846153846154,True,True,0.8,0.52,0.6296296296296295,0.84375,False,False,0.75,False,False,False,0.6666666666666666,1,0.03877971698209992
45754,48360,167945828,False,0.6666666666666666,0.6382978723404256,0.6666666666666666,0.59375,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,True,0.9090909090909091,False,False,False,0.5,2,0.09168566143514584
45755,48362,167944755,False,0.6537117736845917,0.6666666666666666,0.6666666666666666,0.5555555555555556,False,True,0.6666666666666666,0.5,0.6666666666666666,0.6956521739130435,False,False,0.6666666666666666,False,False,False,0.5,3,0.08129710848133462
45773,48380,167943248,False,0.6666666666666666,0.5546218487394957,0.6666666666666666,0.5806451612903225,False,True,0.5,0.5,0.6643356643356644,0.7391304347826086,False,True,0.6666666666666666,False,False,False,0.5,2,0.09168566143514584
45774,48381,167946984,False,0.6666666666666666,0.5974025974025975,0.6666666666666666,0.53125,True,True,0.6666666666666666,0.5,0.6590909090909092,0.7058823529411764,False,False,0.8571428571428571,False,False,False,0.5,1,0.03877971698209992
45776,48383,167941536,False,0.6666666666666666,0.5949367088607594,0.6666666666666666,0.6086956521739131,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45780,48387,167939434,False,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.5,True,True,0.6666666666666666,0.5238095238095238,0.6315789473684211,0.924731182795699,False,True,0.8999999999999999,False,False,False,0.5,2,0.09168566143514584
45785,48392,167943816,False,0.6666666666666666,0.6060606060606061,0.6666666666666666,0.6022727272727273,False,True,0.6666666666666666,0.5,0.6574585635359116,0.8742393509127788,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45789,48396,167943192,False,0.6664009409258792,0.6375838926174496,0.6666666666666666,0.5340909090909091,False,True,0.75,0.5,0.6360544217687074,0.9494089834515366,False,True,0.9473684210526315,False,False,False,0.5,2,0.09168566143514584
45790,48397,167945230,False,0.6666666666666666,0.6578947368421053,0.6666666666666666,0.6666666666666666,False,False,0.6666666666666666,0.5,0.65625,0.7027027027027026,False,False,0.6666666666666666,False,False,False,0.5,3,0.08129710848133462
45803,48411,167945190,False,0.6666666666666666,0.625,0.6666666666666666,0.5384615384615384,False,True,0.6666666666666666,0.5,0.6478873239436619,0.9338624338624338,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45804,48412,167947300,False,0.6666666666666666,0.6027397260273972,0.6666666666666666,0.6153846153846154,False,False,0.6666666666666666,0.5,0.6666666666666666,0.7,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
45808,48416,167944500,False,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5714285714285714,True,True,0.6666666666666666,0.5,0.6621621621621622,0.8134328358208955,False,False,0.9444444444444444,False,False,False,0.5,1,0.03877971698209992
45815,48423,167943966,False,0.6666666666666666,0.6129032258064516,0.6666666666666666,0.5882352941176471,False,True,0.8,0.5862068965517242,0.6666666666666666,0.7,False,True,0.8,False,False,False,0.5,2,0.09168566143514584
45818,48426,167949914,False,0.6666666666666666,0.6190476190476191,0.6666666666666666,0.6153846153846154,True,True,0.75,0.5,0.6666666666666666,0.6666666666666666,False,False,0.9375,False,False,False,0.6666666666666666,1,0.03877971698209992
45819,48427,167950144,False,0.6554598983252687,0.646341463414634,0.6666666666666666,0.5636363636363636,False,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,True,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
45824,48432,167947594,False,0.6666666666666666,0.6417910447761194,0.6666666666666666,0.5581395348837209,True,True,0.5,0.5,0.6666666666666666,0.6666666666666666,False,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
45827,48435,167952813,False,0.6666666666666666,0.6351351351351352,0.6666666666666666,0.6581196581196581,True,True,0.8571428571428571,0.5,0.6666666666666666,0.6687898089171974,False,False,0.75,False,False,False,0.6666666666666666,1,0.03877971698209992
45828,48436,167954917,False,0.6533414138628552,0.6315789473684211,0.6666666666666666,0.6000000000000001,False,True,0.8,0.5,0.6666666666666666,0.7209302325581395,False,True,0.8333333333333334,False,True,False,0.6666666666666666,2,0.09168566143514584
45852,48460,167947644,False,0.6666666666666666,0.5764705882352942,0.6666666666666666,0.5,False,True,0.6666666666666666,0.5,0.66,0.8111111111111111,False,False,0.75,False,False,False,0.6666666666666666,1,0.03877971698209992
45854,48462,167947665,False,0.6666666666666666,0.5,0.6666666666666666,0.5,True,False,0.6666666666666666,0.6627906976744187,0.6666666666666666,0.5,False,False,0.5,False,False,False,0.6666666666666666,4,0.1362640608953408
45856,48465,167950050,False,0.6592245689259003,0.65,0.6666666666666666,0.5384615384615384,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,False,0.6666666666666666,False,False,False,0.5,3,0.08129710848133462
45880,48493,167953134,False,0.6611348224537991,0.59375,0.6666666666666666,0.5,True,True,0.8,0.5357142857142857,0.6610169491525424,0.7530864197530864,False,True,0.9444444444444444,False,False,False,0.5,2,0.09168566143514584
45889,48504,167954259,False,0.6666666666666666,0.587719298245614,0.6666666666666666,0.5,False,False,0.6666666666666666,0.5,0.6564885496183206,0.9210526315789475,False,True,0.6666666666666666,False,False,False,0.5,2,0.09168566143514584
45895,48518,167948010,False,0.6600795580312355,0.5454545454545454,0.6666666666666666,0.5,False,True,0.6666666666666666,0.5,0.6666666666666666,0.7333333333333333,False,False,0.8999999999999999,False,False,False,0.5,1,0.03877971698209992
45949,48573,167957331,False,0.6666666666666666,0.6363636363636364,0.75,0.6000000000000001,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,False,0.5,False,False,False,0.8,4,0.1362640608953408
45963,48588,167959426,False,0.6608383424242997,0.5909090909090909,0.6666666666666666,0.5294117647058824,True,True,0.6666666666666666,0.5,0.6666666666666666,0.7681159420289856,False,False,0.8333333333333334,False,False,False,0.75,1,0.03877971698209992
45998,48625,167956821,False,0.6666666666666666,0.5963302752293578,0.6666666666666666,0.5531914893617021,True,True,0.6666666666666666,0.5056179775280899,0.6581196581196581,0.8620689655172414,True,False,0.5,False,False,False,0.5,3,0.08129710848133462
46020,48649,167957147,False,0.6666666666666666,0.5483870967741935,0.6666666666666666,0.5,True,False,0.75,0.5,0.6666666666666666,0.6666666666666666,False,True,0.5,False,False,False,0.5,3,0.08129710848133462
